,movie_title,genres,runtime_minutes,director_name,director_deathYear
3238,Turistas,"Horror,Mystery,Thriller",93.0,John Stockwell,2
3239,Shut In,"Drama,Horror,Mystery",91.0,Farren Blackburn,2
3240,Cedar Rapids,Comedy,87.0,Miguel Arteta,2
3241,The Collection,"Action,Adventure,Horror",82.0,Marcus Dunstan,2
3242,Dog Days,"Comedy,Drama,Romance",113.0,Ken Marino,2
3243,Dog Days,Drama,124.0,Timmy Harn,2
3244,American History X,"Crime,Drama",119.0,Tony Kaye,2
3245,The Straight Story,"Biography,Drama",112.0,David Lynch,2
3246,Deuces Wild,"Action,Drama",96.0,Scott Kalvert,2014
3247,Heartbeeps,"Comedy,Sci-Fi",78.0,Allan Arkush,2
3248,Danny Collins,"Biography,Comedy,Drama",106.0,Dan Fogelman,2
3249,Stan & Ollie,"Biography,Comedy,Drama",98.0,Jon S. Baird,2
3250,King Kong Lives,"Action,Adventure",105.0,John Guillermin,2015
3251,Jay and Silent Bob Reboot,"Action,Adventure,Comedy",105.0,Kevin Smith,2
3252,On the Line,"Comedy,Family,Romance",85.0,Eric Bross,2
3253,Gotti,"Biography,Crime,Drama",112.0,Kevin Connolly,2
3254,Life Itself,"Drama,Romance",117.0,Dan Fogelman,2
3255,Denial,"Biography,Drama",109.0,Mick Jackson,2
3256,Denial,Documentary,93.0,-,0
3257,Max Steel,"Action,Adventure,Fantasy",92.0,Stewart Hendler,2
3258,Crash,Drama,100.0,David Cronenberg,2
3259,The Limey,"Crime,Drama,Mystery",89.0,Steven Soderbergh,2
3260,Rosewater,"Biography,Drama",103.0,Jon Stewart,2
3261,The House of Mirth,"Drama,Romance",135.0,Terence Davies,2
3262,Malone,"Action,Drama,Thriller",92.0,Harley Cokeliss,2
3263,Peaceful Warrior,"Drama,Romance,Sport",120.0,Victor Salva,2
3264,Bucky Larson: Born to Be a Star,Comedy,97.0,Tom Brady,2
3265,Hillsong: Let Hope Rise,"Documentary,Family,Music",103.0,Michael John Warren,2
3266,Bamboozled,"Comedy,Drama,Music",135.0,Spike Lee,2
3267,Sphinx,"Adventure,Mystery,Thriller",118.0,Franklin J. Schaffner,1989
3268,A Better Life,"Drama,Romance",98.0,Chris Weitz,2
3269,A Better Life,Drama,110.0,Cédric Kahn,2
3270,Gun Shy,"Comedy,Crime,Romance",101.0,Eric Blakeney,2
3271,Nicholas Nickleby,"Adventure,Drama,Romance",132.0,Douglas McGrath,2022
3272,Krrish,"Action,Adventure,Sci-Fi",185.0,Rakesh Roshan,2
3273,Churchill,"Biography,Drama,History",105.0,Jonathan Teplitzky,2
3274,Cecil B. Demented,"Comedy,Crime,Thriller",87.0,John Waters,2
3275,50 to 1,Drama,110.0,Jim Wilson,2
3276,Owning Mahowny,"Crime,Drama,Thriller",104.0,Richard Kwietniowski,2
3277,The Ten Commandments,"Animation,Family,History",88.0,-,0
3278,The Brothers Solomon,Comedy,93.0,Bob Odenkirk,2
3279,Parkland,"Drama,History,Mystery",93.0,Peter Landesman,2
3280,Swept Away,"Comedy,Romance",89.0,Guy Ritchie,2
3281,"War, Inc.","Action,Comedy,Thriller",107.0,Joshua Seftel,2
3282,King of California,"Comedy,Drama",93.0,M. Cahill,2
3283,Imaginary Heroes,"Comedy,Drama",111.0,Dan Harris,2
3284,High Heels and Low Lifes,"Action,Comedy,Crime",86.0,Mel Smith,2013
3285,World's Greatest Dad,"Comedy,Drama",99.0,Bobcat Goldthwait,2
3286,"Cinco de Mayo, La Batalla","Drama,History,War",125.0,Rafa Lara,2
3287,Welcome to the Rileys,Drama,110.0,Jake Scott,2
3288,Kicks,"Adventure,Drama",80.0,Justin Tipping,2
3289,Blood Done Sign My Name,Drama,128.0,Jeb Stuart,2
3290,Motherhood,"Comedy,Drama",90.0,Katherine Dieckmann,2
3291,Triple Threat,"Action,Thriller",96.0,Jesse V. Johnson,2
3292,Eulogy,"Comedy,Drama",91.0,Michael Clancy,2
3293,Elsa & Fred,"Comedy,Drama,Romance",93.0,Michael Radford,2
3294,The Open Road,"Comedy,Drama",91.0,Michael Meredith,2
3295,Strangerland,"Drama,Mystery,Thriller",112.0,Kim Farrant,2
3296,Blonde Ambition,"Comedy,Romance",93.0,Scott Marshall,2
3297,Barbecue,Comedy,98.0,Eric Lavaine,2
3298,Friend Request,"Horror,Mystery,Thriller",92.0,Simon Verhoeven,2
3299,Gunless,"Action,Comedy,Drama",89.0,William Phillips,2
3300,Adventureland,"Comedy,Drama,Romance",107.0,Greg Mottola,2
3301,Amour,Drama,127.0,Michael Haneke,2
3302,Truth,"Biography,Drama,History",125.0,James Vanderbilt,2
3303,Next Friday,Comedy,98.0,Steve Carr,2
3304,You Only Live Twice,"Action,Adventure,Thriller",117.0,Lewis Gilbert,2018
3305,Poltergeist III,"Horror,Thriller",98.0,Gary Sherman,2
3306,Dangal,"Action,Biography,Drama",161.0,Nitesh Tiwari,2
3307,The Runaways,"Biography,Drama,Music",106.0,Floria Sigismondi,2
3308,Gentlemen Broncos,"Adventure,Comedy,Sci-Fi",89.0,Jared Hess,2
3309,It's a Mad Mad Mad Mad World,"Action,Adventure,Comedy",210.0,Stanley Kramer,2001
3310,Volver,"Comedy,Drama",121.0,Pedro Almodóvar,2
3311,Melancholia,"Drama,Sci-Fi",135.0,Lars von Trier,2
3312,Heavy Metal,"Adventure,Animation,Fantasy",86.0,-,0
3313,Words on Bathroom Walls,"Drama,Romance",110.0,Thor Freudenthal,2
3314,Jab Tak Hai Jaan,"Drama,Romance",198.0,Yash Chopra,2012
3315,Richard III,"Drama,Sci-Fi,War",110.0,Richard Loncraine,2
3316,Kites,"Action,Drama,Romance",123.0,Anurag Basu,2
3317,Elle,"Crime,Drama,Thriller",130.0,Paul Verhoeven,2
3318,The Texas Chainsaw Massacre,"Crime,Horror",98.0,Marcus Nispel,2
3319,Fiddler on the Roof,"Drama,Family,Musical",181.0,Norman Jewison,2
3320,The Purge: Anarchy,"Action,Horror,Sci-Fi",103.0,James DeMonaco,2
3321,Thunderball,"Action,Adventure,Thriller",130.0,Terence Young,1994
3322,Escape Room,"Action,Adventure,Horror",99.0,Adam Robitel,2
3323,The Curse of La Llorona,"Horror,Mystery,Thriller",93.0,Michael Chaves,2
3324,The Strangers,"Horror,Mystery,Thriller",86.0,Bryan Bertino,2
3325,Set It Off,"Action,Crime,Drama",123.0,F. Gary Gray,2
3326,Ouija: Origin of Evil,"Drama,Horror,Mystery",99.0,Mike Flanagan,2
3327,The Best Man,"Comedy,Drama,Romance",120.0,Malcolm D. Lee,2
3328,Happy Death Day 2U,"Comedy,Horror,Mystery",100.0,Christopher Landon,2
3329,Midsommar,"Drama,Horror,Mystery",148.0,Ari Aster,2
3330,Sicko,"Documentary,Drama",123.0,Michael Moore,2
3331,Down to You,"Comedy,Drama,Romance",91.0,Kris Isacsson,2
3332,Harold & Kumar Go to White Castle,"Adventure,Comedy",88.0,Danny Leiner,2018
3333,The Contender,"Drama,Thriller",126.0,Rod Lurie,2
3334,Boiler Room,"Crime,Drama,Thriller",120.0,Ben Younger,2
3335,Black Christmas,Horror,95.0,Glen Morgan,2
3336,The Edge of Seventeen,"Comedy,Drama",104.0,Kelly Fremon Craig,2
3337,Jackie,"Biography,Drama",100.0,Pablo Larraín,2
3338,The Ice Pirates,"Action,Adventure,Comedy",91.0,Stewart Raffill,2
3339,Breakin' All the Rules,"Comedy,Romance",85.0,Daniel Taplitz,2
3340,Glee: The 3D Concert Movie,"Documentary,Music",84.0,-,0
3341,Come Play,"Drama,Horror,Mystery",96.0,Jacob Chase,2
3342,Henry V,"Biography,Drama,History",137.0,Kenneth Branagh,2
3343,Loving,"Biography,Drama,Romance",123.0,Jeff Nichols,2
3344,The Savages,"Comedy,Drama",114.0,Tamara Jenkins,2
3345,Chasing Papi,"Comedy,Romance",80.0,Linda Mendoza,2
3346,The Way of the Gun,"Action,Crime,Drama",119.0,Christopher McQuarrie,2
3347,Hamlet 2,"Comedy,Music",92.0,Andrew Fleming,2
3348,Igby Goes Down,"Comedy,Drama",98.0,Burr Steers,2
3349,PCU,Comedy,79.0,Hart Bochner,2
3350,Beautiful,"Comedy,Drama",112.0,Sally Field,2
3351,Gracie,"Biography,Drama,Sport",95.0,Davis Guggenheim,2
3352,The Sapphires,"Biography,Comedy,Drama",103.0,Wayne Blair,2
3353,Greater,"Biography,Family,Sport",130.0,David L. Hunt,2
3354,Destroyer,"Action,Crime,Drama",121.0,Karyn Kusama,2
3355,Undiscovered,"Comedy,Music,Romance",97.0,Meiert Avis,2
3356,Velvet Goldmine,"Drama,Music",118.0,Todd Haynes,2
3357,National Champions,"Drama,Sport",116.0,Ric Roman Waugh,2
3358,Dheepan,"Crime,Drama",115.0,Jacques Audiard,2
3359,All or Nothing,Drama,128.0,Mike Leigh,2
3360,Opal Dream,"Drama,Family",85.0,Peter Cattaneo,2
3361,Another Day of Life,"Animation,Biography",85.0,-,0
3362,Heist,"Action,Crime,Drama",93.0,Scott Mann,2
3363,Crocodile Dundee,"Action,Adventure,Comedy",97.0,Peter Faiman,2
3364,Awake,"Crime,Drama,Mystery",84.0,Joby Harold,2
3365,Manchester by the Sea,Drama,137.0,Kenneth Lonergan,2
3366,Crazy Heart,"Drama,Music,Romance",112.0,Scott Cooper,2
3367,Star Wars: The Clone Wars,"Action,Adventure,Animation",98.0,Dave Filoni,2
3368,The DUFF,"Comedy,Romance",101.0,Ari Sandel,2
3369,Nightcrawler,"Crime,Drama,Thriller",117.0,Dan Gilroy,2
3370,The Lost Boys,"Comedy,Horror",97.0,Joel Schumacher,2020
3371,Dragon Ball Super: Broly,"Action,Adventure,Animation",100.0,Tatsuya Nagamine,2
3372,The Rose,"Drama,Music,Romance",125.0,Mark Rydell,2
3373,Baggage Claim,"Comedy,Romance",96.0,David E. Talbert,2
3374,Middle School: The Worst Years of My Life,"Animation,Comedy,Family",92.0,Steve Carr,2
3375,Election,"Comedy,Romance",103.0,Alexander Payne,2
3376,Club Dread,"Comedy,Horror,Mystery",104.0,Jay Chandrasekhar,2
3377,Bright Star,"Biography,Drama,Romance",119.0,Jane Campion,2
3378,Glitter,"Drama,Music,Romance",104.0,Vondie Curtis-Hall,2
3379,The Rover,"Action,Crime,Drama",103.0,David Michôd,2
3380,Repo! The Genetic Opera,"Horror,Musical,Sci-Fi",98.0,Darren Lynn Bousman,2
3381,Namastey London,"Comedy,Drama,Romance",128.0,Vipul Amrutlal Shah,2
3382,Yeh Jawaani Hai Deewani,"Drama,Musical,Romance",160.0,Ayan Mukerji,2
3383,Limbo,"Adventure,Drama,Thriller",126.0,John Sayles,2
3384,The Sound of Music,"Biography,Drama,Family",172.0,Robert Wise,2005
3385,Footloose,"Drama,Music,Romance",107.0,Herbert Ross,2001
3386,Pulp Fiction,"Crime,Drama",154.0,Quentin Tarantino,2
3387,The Karate Kid,"Action,Drama,Family",126.0,John G. Avildsen,2017
3388,The Muppet Movie,"Adventure,Comedy,Family",95.0,James Frawley,2019
3389,Splash,"Comedy,Fantasy,Romance",111.0,Ron Howard,2
3390,Little Miss Sunshine,"Comedy,Drama",101.0,-,0
3391,Easy A,"Comedy,Drama,Romance",92.0,Will Gluck,2
3392,Stand by Me,"Adventure,Drama",89.0,Rob Reiner,2
3393,Escape from Alcatraz,"Action,Biography,Crime",112.0,Don Siegel,1991
3394,You Got Served,"Drama,Music",95.0,Chris Stokes,2
3395,The Intruder,"Horror,Thriller",102.0,Deon Taylor,2
3396,50/50,"Comedy,Drama,Romance",100.0,Jonathan Levine,2
3397,A Walk in the Woods,"Adventure,Biography,Comedy",104.0,Ken Kwapis,2
3398,Brown Sugar,"Comedy,Drama,Music",109.0,Rick Famuyiwa,2
3399,Howards End,"Drama,Romance",142.0,James Ivory,2
3400,That Awkward Moment,"Comedy,Romance",94.0,Tom Gormican,2
3401,Shutter,"Horror,Mystery,Thriller",85.0,Masayuki Ochiai,2
3402,Modern Problems,"Comedy,Fantasy,Sci-Fi",93.0,Ken Shapiro,2017
3403,On Her Majesty's Secret Service,"Action,Adventure,Thriller",142.0,Peter R. Hunt,2002
3404,Much Ado About Nothing,"Comedy,Drama,Romance",111.0,Kenneth Branagh,2
3405,The Player,"Comedy,Crime,Drama",124.0,Robert Altman,2006
3406,Creepshow,"Comedy,Fantasy,Horror",120.0,George A. Romero,2017
3407,Akeelah and the Bee,"Drama,Family",112.0,Doug Atchison,2
3408,Drive Me Crazy,"Comedy,Drama,Romance",91.0,John Schultz,2
3409,Enough Said,"Comedy,Drama,Romance",93.0,Nicole Holofcener,2
3410,Half Baked,"Comedy,Crime",82.0,Tamra Davis,2
3411,New in Town,"Comedy,Romance",97.0,Jonas Elmer,2
3412,American Psycho,"Crime,Drama,Horror",102.0,Mary Harron,2
3413,See No Evil,"Action,Horror,Thriller",84.0,Gregory Dark,2
3414,The Good Girl,"Drama,Romance",93.0,Miguel Arteta,2
3415,Prom,"Comedy,Drama,Family",104.0,Joe Nussbaum,2
3416,The Inkwell,"Comedy,Drama,Romance",110.0,Matty Rich,2
3417,Shadow of the Vampire,"Drama,Horror",92.0,E. Elias Merhige,2
3418,Me and Earl and the Dying Girl,"Comedy,Drama,Romance",105.0,Alfonso Gomez-Rejon,2
3419,It's Kind of a Funny Story,"Comedy,Drama,Romance",101.0,-,0
3420,Under Fire,"Drama,War",128.0,Roger Spottiswoode,2
3421,The Pallbearer,"Comedy,Romance",98.0,Matt Reeves,2
3422,Woman on Top,"Comedy,Fantasy,Romance",92.0,Fina Torres,2
3423,Morgan,"Action,Horror,Sci-Fi",92.0,Luke Scott,2
3424,Another Year,"Comedy,Drama",129.0,Mike Leigh,2
3425,Showdown in Little Tokyo,"Action,Comedy,Crime",79.0,Mark L. Lester,2
3426,Clay Pigeons,"Comedy,Crime",104.0,David Dobkin,2
3427,Made in Dagenham,"Biography,Comedy,Drama",113.0,Nigel Cole,2
3428,Cut Throat City,"Action,Crime,Drama",123.0,RZA,2
3429,Mr. Church,"Comedy,Drama",104.0,Bruce Beresford,2
3430,Prefontaine,"Biography,Drama,Romance",106.0,Steve James,2
3431,The Wicked Lady,"Adventure,Drama",98.0,Michael Winner,2013
3432,Brooklyn Rules,"Crime,Drama",99.0,Michael Corrente,2
3433,The Singing Detective,"Comedy,Crime,Musical",109.0,Keith Gordon,2
3434,London Fields,"Crime,Mystery,Thriller",118.0,Mathew Cullen,2
3435,Restless,"Drama,Romance",91.0,Gus Van Sant,2
3436,The Land Girls,"Drama,Romance,War",111.0,David Leland,2
3437,Wild Target,"Action,Comedy,Crime",98.0,Jonathan Lynn,2
3438,Pathology,"Crime,Thriller",95.0,Marc Schölermann,2
3439,A Street Cat Named Bob,"Biography,Drama,Family",103.0,Roger Spottiswoode,2
3440,10th & Wolf,"Crime,Drama,Thriller",107.0,Bobby Moresco,2
3441,Dear Wendy,"Comedy,Crime,Drama",105.0,Thomas Vinterberg,2
3442,Swimming Pool,"Crime,Drama,Mystery",102.0,François Ozon,2
3443,Driving Miss Daisy,"Comedy,Drama,Romance",99.0,Bruce Beresford,2
3444,Soul Food,"Comedy,Drama",115.0,George Tillman Jr.,2
3445,Hostel: Part II,Horror,94.0,Eli Roth,2
3446,An Education,Drama,100.0,Lone Scherfig,2
3447,Extract,"Comedy,Crime,Romance",92.0,Mike Judge,2
3448,Narc,"Crime,Drama,Mystery",105.0,Joe Carnahan,2
3449,Shopgirl,"Drama,Romance",106.0,Anand Tucker,2
3450,The Hotel New Hampshire,"Comedy,Drama",109.0,Tony Richardson,1991
3451,Men with Brooms,"Comedy,Drama,Romance",102.0,Paul Gross,2
3452,Witless Protection,"Comedy,Crime",99.0,Charles Robert Carner,2
3453,The Work and the Glory,"Drama,Romance",118.0,Russell Holt,2
3454,Albert Nobbs,"Drama,Romance",113.0,Rodrigo García,2
3455,The Neon Demon,"Horror,Thriller",117.0,Nicolas Winding Refn,2
3456,Masked and Anonymous,"Comedy,Drama,Music",112.0,Larry Charles,2
3457,The Bye Bye Man,"Drama,Fantasy,Horror",96.0,Stacy Title,2021
3458,Ta Ra Rum Pum,"Comedy,Drama,Family",153.0,Siddharth Anand,2
3459,Persepolis,"Animation,Biography,Drama",96.0,-,0
3460,Diamonds Are Forever,"Action,Adventure,Thriller",120.0,Guy Hamilton,2016
3461,The Omega Code,"Action,Adventure,Fantasy",100.0,Robert Marcarelli,2
3462,Juno,"Comedy,Drama",96.0,Jason Reitman,2
3463,The Godfather,"Crime,Drama",175.0,Francis Ford Coppola,2
3464,Magic Mike,"Comedy,Drama",110.0,Steven Soderbergh,2
3465,Flashdance,"Drama,Music,Romance",95.0,Adrian Lyne,2
3466,I Can Only Imagine,"Biography,Drama,Family",110.0,-,0
3467,Earthquake,"Action,Drama,Thriller",122.0,Mark Robson,1978
3468,The Invisible Man,"Drama,Horror,Mystery",124.0,Leigh Whannell,2
3469,Five Feet Apart,"Drama,Romance",116.0,Justin Baldoni,2
3470,The Piano,"Drama,Music,Romance",121.0,Jane Campion,2
3471,Jumping the Broom,"Comedy,Drama",112.0,Salim Akil,2
3472,Live and Let Die,"Action,Adventure,Thriller",121.0,Guy Hamilton,2016
3473,My Dog Skip,"Comedy,Drama,Family",95.0,Jay Russell,2
3474,Darkness Falls,"Fantasy,Horror,Mystery",86.0,Jonathan Liebesman,2
3475,"Definitely, Maybe","Comedy,Drama,Romance",112.0,Adam Brooks,2
3476,Capote,"Biography,Crime,Drama",114.0,Bennett Miller,2
3477,The Great Gatsby,"Drama,Romance",144.0,Jack Clayton,1995
3478,Fantasy Island,"Fantasy,Horror,Mystery",109.0,Jeff Wadlow,2
3479,Desperado,"Action,Crime,Thriller",104.0,Robert Rodriguez,2
3480,Logan's Run,"Action,Adventure,Sci-Fi",119.0,Michael Anderson,2018
3481,Gifted,Drama,101.0,Marc Webb,2
3482,Fargo,"Crime,Thriller",98.0,-,0
3483,Kingdom Come,"Comedy,Drama",94.0,Doug McHenry,2
3484,The Man with the Golden Gun,"Action,Adventure,Thriller",125.0,Guy Hamilton,2016
3485,Action Jackson,"Action,Comedy,Crime",96.0,Craig R. Baxley,2
3486,Breathless,"Action,Drama,Romance",100.0,Jim McBride,2
3487,Dope,"Adventure,Comedy,Crime",103.0,Rick Famuyiwa,2
3488,Devil's Due,"Horror,Mystery",89.0,-,0
3489,Flirting with Disaster,Comedy,92.0,David O. Russell,2
3490,Beyond the Lights,"Drama,Music,Romance",116.0,Gina Prince-Bythewood,2
3491,Buffy the Vampire Slayer,"Action,Comedy,Fantasy",86.0,Fran Rubel Kuzui,2
3492,In Too Deep,"Crime,Drama,Thriller",95.0,Michael Rymer,2
3493,Silver Bullet,Horror,95.0,Daniel Attias,2
3494,House of the Dead,"Action,Adventure,Horror",90.0,Uwe Boll,2
3495,A Serious Man,"Comedy,Drama",106.0,-,0
3496,A Single Man,"Crime,Drama,Romance",99.0,Tom Ford,2
3497,The Last Temptation of Christ,Drama,164.0,Martin Scorsese,2
3498,Cyrus,"Crime,Horror,Mystery",87.0,Mark Vadik,2
3499,Cyrus,"Comedy,Drama,Romance",91.0,-,0
3500,Outside Providence,"Comedy,Drama,Romance",96.0,Michael Corrente,2
3501,Rabbit-Proof Fence,"Biography,Drama",94.0,Phillip Noyce,2
3502,Who's Your Caddy?,"Comedy,Sport",93.0,Don Michael Paul,2
3503,20th Century Women,"Comedy,Drama",119.0,Mike Mills,2
3504,Split Second,"Action,Crime,Horror",90.0,Tony Maylam,2
3505,The Other Side of Heaven,"Adventure,Biography,Drama",113.0,Mitch Davis,2
3506,Dark Angel,"Action,Crime,Horror",91.0,Craig R. Baxley,2
3507,American Anthem,"Drama,Sport",102.0,Albert Magnoli,2
3508,Veer-Zaara,"Drama,Family,Musical",192.0,Yash Chopra,2012
3509,Redbelt,"Drama,Sport",99.0,David Mamet,2
3510,A Dog of Flanders,"Drama,Family",100.0,Kevin Brodie,2
3511,Auto Focus,"Biography,Crime,Drama",105.0,Paul Schrader,2
3512,Assassination Nation,"Action,Comedy,Crime",108.0,Sam Levinson,2
3513,Somewhere,"Comedy,Drama,Romance",97.0,Sofia Coppola,2
3514,The Christmas Candle,"Drama,Family",100.0,John Stephenson,2
3515,The Kid,"Biography,Drama,Western",100.0,Vincent D'Onofrio,2
3516,I Hope They Serve Beer in Hell,Comedy,105.0,Bob Gosse,2
3517,March or Die,"Adventure,Drama,Romance",107.0,Dick Richards,2
3518,Freeheld,"Biography,Drama,Romance",103.0,Peter Sollett,2
3519,Dom Hemingway,"Comedy,Crime,Drama",93.0,Richard Shepard,2
3520,The Extra Man,Comedy,108.0,-,0
3521,Ca$h,"Crime,Thriller",108.0,Stephen Milburn Anderson,2015
3522,Pale Rider,"Drama,Western",115.0,Clint Eastwood,2
3523,House at the End of the Street,"Drama,Horror,Thriller",101.0,Mark Tonderai,2
3524,Dazed and Confused,Comedy,103.0,Richard Linklater,2
3525,Incendies,"Drama,Mystery",131.0,Denis Villeneuve,2
3526,The Chumscrubber,"Comedy,Drama",108.0,Arie Posin,2
3527,Annabelle,"Horror,Mystery,Thriller",99.0,John R. Leonetti,2
3528,Boyz n the Hood,"Crime,Drama",112.0,John Singleton,2019
3529,La Bamba,"Biography,Drama,Music",108.0,Luis Valdez,2
3530,The Four Seasons,"Comedy,Drama",107.0,Alan Alda,2
3531,Dressed to Kill,"Crime,Drama,Mystery",104.0,Brian De Palma,2
3532,Countdown,"Horror,Thriller",90.0,Justin Dec,2
3533,The Adventures of Huck Finn,"Adventure,Comedy,Drama",108.0,Stephen Sommers,2
3534,My Little Pony: The Movie,"Adventure,Animation,Comedy",99.0,Jayson Thiessen,2
3535,Friends with Money,"Comedy,Drama,Romance",88.0,Nicole Holofcener,2
3536,The Andromeda Strain,"Mystery,Sci-Fi,Thriller",131.0,Robert Wise,2005
3537,Bats,"Horror,Sci-Fi,Thriller",91.0,Louis Morneau,2
3538,Same Kind of Different as Me,"Biography,Drama",119.0,Michael Carney,2
3539,Shame,Drama,101.0,Steve McQueen,2
3540,The East,"Crime,Drama,Thriller",116.0,Zal Batmanglij,2
3541,The Messenger,"Drama,Romance,War",113.0,Oren Moverman,2
3542,A Home at the End of the World,"Drama,Romance",97.0,Michael Mayer,2
3543,The Terminator,"Action,Sci-Fi",107.0,James Cameron,2
3544,Personal Shopper,"Mystery,Thriller",105.0,Olivier Assayas,2
3545,Control,"Biography,Drama,Music",122.0,Anton Corbijn,2
3546,The Damned United,"Biography,Drama,Sport",98.0,Tom Hooper,2
3547,Ordinary People,Drama,124.0,Robert Redford,2
3548,The Peanut Butter Falcon,"Adventure,Comedy,Drama",97.0,-,0
3549,Mallrats,"Comedy,Romance",94.0,Kevin Smith,2
3550,Grease,"Comedy,Musical,Romance",110.0,Randal Kleiser,2
3551,Platoon,"Drama,War",120.0,Oliver Stone,2
3552,An Officer and a Gentleman,"Drama,Romance",124.0,Taylor Hackford,2
3553,Fahrenheit 9/11,"Documentary,Drama,War",122.0,Michael Moore,2
3554,Butch Cassidy and the Sundance Kid,"Biography,Crime,Drama",110.0,George Roy Hill,2002
3555,Mary Poppins,"Comedy,Family,Fantasy",139.0,Robert Stevenson,1986
3556,Breaking In,"Action,Thriller",88.0,James McTeigue,2
3557,West Side Story,"Crime,Drama,Musical",153.0,-,0
3558,Around the World in 80 Days,"Adventure,Comedy,Family",167.0,-,0
3559,Caddyshack,"Comedy,Sport",98.0,Harold Ramis,2014
3560,Ready or Not,"Action,Comedy,Horror",95.0,-,0
3561,The Brothers,"Comedy,Drama,Romance",106.0,Gary Hardwick,2
3562,The Wrestler,"Drama,Sport",109.0,Darren Aronofsky,2
3563,Do the Right Thing,"Comedy,Drama",120.0,Spike Lee,2
3564,Escape from New York,"Action,Adventure,Sci-Fi",99.0,John Carpenter,2
3565,The Wood,"Comedy,Drama,Romance",106.0,Rick Famuyiwa,2
3566,The Usual Suspects,"Crime,Drama,Mystery",106.0,Bryan Singer,2
3567,Chinatown,"Drama,Mystery,Thriller",130.0,Roman Polanski,2
3568,Booksmart,Comedy,102.0,Olivia Wilde,2
3569,Duel in the Sun,"Drama,Romance,Western",146.0,-,0
3570,Unplanned,"Biography,Drama",109.0,-,0
3571,Best in Show,Comedy,90.0,Christopher Guest,2
3572,The Last King of Scotland,"Biography,Drama,History",123.0,Kevin Macdonald,2
3573,A Mighty Wind,"Comedy,Music",91.0,Christopher Guest,2
3574,The Prodigy,"Fantasy,Horror,Mystery",92.0,Nicholas McCarthy,2
3575,The Possession of Hannah Grace,"Horror,Mystery,Thriller",86.0,Diederik Van Rooijen,2
3576,School Daze,"Comedy,Drama,Musical",121.0,Spike Lee,2
3577,Daddy Day Camp,"Comedy,Family",89.0,Fred Savage,2
3578,Mystic Pizza,"Comedy,Drama,Romance",104.0,Donald Petrie,2
3579,War and Peace,"Drama,Romance,War",208.0,King Vidor,1982
3580,Sliding Doors,"Comedy,Drama,Fantasy",99.0,Peter Howitt,2
3581,Tales from the Hood,"Crime,Drama,Horror",98.0,Rusty Cundieff,2
3582,Halloween 5: The Revenge of Michael Myers,"Horror,Thriller",96.0,Dominique Othenin-Girard,2
3583,The Words,"Drama,Mystery,Romance",102.0,-,0
3584,The Lady in the Van,"Biography,Comedy,Drama",104.0,Nicholas Hytner,2
3585,Freaky,"Comedy,Horror,Thriller",102.0,Christopher Landon,2
3586,Pollock,"Biography,Drama",122.0,Ed Harris,2
3587,200 Cigarettes,"Comedy,Drama,Romance",101.0,Risa Bramon Garcia,2
3588,Unbroken: Path to Redemption,"Biography,Drama,History",98.0,Harold Cronk,2
3589,Casa de mi Padre,"Comedy,Western",85.0,Matt Piedmont,2
3590,The Guard,"Comedy,Crime,Thriller",96.0,John Michael McDonagh,2
3591,College,Comedy,94.0,Deb Hagan,2
3592,Little Voice,"Comedy,Drama,Music",97.0,Mark Herman,2
3593,Miss March,"Comedy,Romance",90.0,-,0
3594,Simply Irresistible,"Comedy,Drama,Fantasy",96.0,Mark Tarlov,2021
3595,Wish I Was Here,"Comedy,Drama",106.0,Zach Braff,2
3596,"Juliet, Naked","Comedy,Drama,Music",97.0,Jesse Peretz,2
3597,Venus,"Comedy,Drama,Romance",95.0,Roger Michell,2021
3598,Veronica Mars,"Crime,Drama,Mystery",107.0,Rob Thomas,2
3599,Only the Strong,"Action,Drama",99.0,Sheldon Lettich,2
3600,Hedwig and the Angry Inch,"Comedy,Drama,Music",95.0,John Cameron Mitchell,2
3601,Shattered Glass,"Drama,History",94.0,Billy Ray,2
3602,The Father,"Drama,Mystery",97.0,Florian Zeller,2
3603,The Wackness,"Comedy,Drama,Romance",99.0,Jonathan Levine,2
3604,Novocaine,"Comedy,Crime,Drama",95.0,David Atkins,2
3605,Polytechnique,"Crime,Drama,History",77.0,Denis Villeneuve,2
3606,Snow Flower and the Secret Fan,"Drama,History",104.0,Wayne Wang,2
3607,Mandy,"Action,Fantasy,Horror",121.0,Panos Cosmatos,2
3608,The Business of Strangers,"Drama,Thriller",84.0,Patrick Stettner,2
3609,Beastmaster 2: Through the Portal of Time,"Action,Adventure,Fantasy",107.0,Sylvio Tabet,2
3610,The Wild Bunch,"Action,Adventure,Western",145.0,Sam Peckinpah,1984
3611,Morvern Callar,Drama,97.0,Lynne Ramsay,2
3612,The Flower of Evil,"Drama,Thriller",104.0,Claude Chabrol,2010
3613,Come Early Morning,"Drama,Romance",97.0,Joey Lauren Adams,2
3614,Beasts of No Nation,"Drama,War",137.0,Cary Joji Fukunaga,2
3615,Deadfall,"Crime,Drama,Thriller",95.0,Stefan Ruzowitzky,2
3616,Lucky Break,"Comedy,Crime,Romance",107.0,Peter Cattaneo,2
3617,"Surfer, Dude",Comedy,85.0,S.R. Bindler,2
3618,Videodrome,"Horror,Sci-Fi,Thriller",87.0,David Cronenberg,2
